,Unnamed: 0,project_name,project_description,public_interest,status
26,26,Nová územní studie oblast na pomezí MČ Žabovřesky a Komín ,"vysadit #num# nový strom pro zlepšení kvalita vzduch , půda , voda a život každý z my . dát se v město , zejména v léto , dýchat , prášit se , trpět vedro ? vzrostlý listnatý strom v průměr ochladit prostředí až o #num# ° C , zvlhčit vzduch odpar voda v objem až #num# litr denně . produkovat za hodina až 1,7 kg kyslík , což být množství , který potřebovat k život #num# člověk na doba #num# hodina . on schopen pohltit jeden tuna ( ! ) prašný spad za rok a při fotosyntéza zlikvidovat stejný množství ( stejný počet molekula ) co #num# jako vyprodukovat kyslík ( údaj převzatý , být možný citovat zdroj ) . existovat mnoho iniciativa , který se snažit napravit bezútěšný stav v les po kůrovcový kalamita . celosvětově se prosazovat názor , že strom být náš veliký zbraň proti změna klima , například podle dávný vědecký studie , s mnohem velký účinnost nežli omezení např . spotřeba a produkce maso či využití větrný elektrárna . v Indie se podařit za jeden den vysadit miliǒn strom ( zaznamenán v Guinessův kniha rekord ) ! spoléhat se ovšem na ostatní a začít u se - výsadba #num# nový listnatý strom . beton už mít dost ! ","v poslední #num# let probíhat v lokalita na pomezí Žabovřesky a Komín bouřlivý stavební rozvoj . na místo původní zeleň vyrůst vysoký bytový dům , původní cesta , který tudy vést , být zahradit . studie být řešit další rozvoj lokalita tak , aby se proměnit v příjemný místo k život . ",0
27,27,"piknik park Jezerůvka s multifunkční hřiště , Ivanovice ","alespoň kusý představa o italský , francouzský nebo maďarský kuchyň mít všechen . Budapešť , Řím i Paříž na víkend - ten u brněnský cestovka sehnat . ale kdo z vy někdy jíst los , znát kuchyně Kašub , Rézijanovi , Laponec - a jejich země ? pozvat on ! evropský festival , na který moct ochutnat jídlo sladký i slaný jídlo a nápoj sto evropský zem , i takový , o který být možná nikdy slyšet . už být ochutnat kuchyně slovanský národ Rézijan ? sto stánek v Brno , v každý málo jeden typický tradiční jídlo , k ten letáček s recept přeložený do náš jazyk , aby se on pozdě moct zkusit uvařit sám - a na rozdání prospekt o místní památka , historie a přírodní krása . ochutnat on : Faerský ostrov , Kujavsko , Gegos , Kantábrie , Island , polesí , Udmurtsko , mana , Jämtlanda , Korsika , Karelie , Vagrie , Podolí , Toskánsko , Auvergn , Malta , Osetie , Sicílie , Drevanska , Cornwallum , Čuvašsko , Meklenbursko , Andalusie , Kumánie , Čerkeska , Rogalando , Aromun , Extremadur , Molise , Vepsové , Bosna , Švábsko , Tatarstán , Flandry , Marijsko , Thesálie , Gagauzsko , Durynsko , Kalmycko , jasový , Valonsko , Kome , Aragonie , Milčansko , Lazio , Pomorje , Asturie , Svealand , Latgalsko , Pomak , Jutsko , Hesensko , Mordvinsko , Wales , Makedonie , Alemansko , Galicie , Dagestán , Sardinie , Korutany , Votové , Adygejsko , horní Lužice , Frísko , Prekmurje , Karačajevsko , Gaskoňsko , Slezsko , Ladinové , Bretaň , Miredit , Rujána , Bojek , Baskicko , Mazovsko , Katalánsko , Ingrie , Kalábrie , Bavorsko , Kastílie , Furlansko , Gotlanda , goral , Sekela , Burgundsko , Moldavsko , Hucul , Dalmácie , Estonsko , Istrie , Lombardie , Frank , Tosek , Skån , Ingušsko , Trákius , Saska , Navarra , Rézia , Laponsko , Kašub . - a aby být na co vzpomínat , tak něco , co trvat - nejen chléb , ale také brožura a knížka v knihovna Jiří Mahen o památka , pohádka , pověst , historie tento země a jejich hlavní město . ","park umožnit všestranný vyžití pro široký okolí , a ten nejen kvalitní sportovní , ale i přátelský setkávání všechen generace . vítaný pro celý lokalita být vysázený parkový zeleň , který být stínit sportoviště a vytvářet příjemný atmosféra pro relaxace po celý rok . piknikový místo s dřevěný lavice s stol a dva gril umožnit příjemný trávení volný čas rodina a přátelit z široký okolí . zastávka MHD a blízký prodej nápoj , včetně WC , on odtud vzdálený #num# m. univerzální hřiště využít dítě a mládež od malý kopaná , floorballat až po basket , večer se určitě rád přijít zahrát volejbal i dospělý . být ten prostor připravený pro různý hra od ráno do večer . na přání lze doobjednat basketbalový koš na konstrukce , osvětlení hřiště , apod . v současný doba být ten prázdný a využívaný pozemek , jeho úprava na multifunkční park ( lesopark ) být jednoznačný přínos pro veřejnost i náš životní prostředí . ",1
28,28,úprava stezka mezi Bystrc a Žebětín pod kopec pekárna ,"náš snaha on vybudovat sociální zázemí , parkourový překážka a posilovak prvek v sportovní areál "" pod pekárna "" v Brno - Bystrc . chtít tento zvýšit možnost areál a nabídnout vysoký komfort návštěvník a sportovec při jeho užívání . hlavní představa projekt být vybudování parkourový hřiště složený z překážka vhodný k trénování parkour a akrobacie pro dítě i pokročilý , doplněná o posilovací prvek jako být hrazda a další pomůcka pro kalistetický posilování . druhý část projekt být výstavba sociální zázemí , záchod a pitný voda pro návštěvník všechen část areál , tedy asfaltový pumptrack , dirt park , minirampa a parkourový hřiště . náš cíl být tento zakombinovat do příjemné , přírodní prostředí pod pekárna a utvořit nejen místo pro sportovní aktivita , ale i místo vhodný k aktivní odpočinek v bystrcký údolí oddech . ","veřejný prospěch projekt být značný , otevřít se zapomenutý cesta a v případ propojení s oblast Kamech se člověk pohodlně dostat i do údolí oddech . uživatel tedy být obyvatel Žebětín i Bystrc . ",1
29,29,veřejný grilování ,"model hrad , zámek , palác , kostel , kaple , synagoga pro dítě i dospělý . obdobný atrakce u my mít v Ostrava a v Bystřice nad Pernštejn , zvažovat i Břeclav . základ by být stejný - místo zřícenina ukazovat rekonstrukce hrad či zámek , ale nejen ten ! po svět růst model miniatura , v Bystřice nad Pernštejn a v Ostrava , v Billund či Haag a jinde - svět miniaturní kopie památka být nic obvyklý , jen jinde Brno předběhnout . brněnský park miniaturní památka by být ale v něco jiný - nabízet by seznámení se především s památka , který být v minulost ohrozit úmyslný zboření ( zámek Uherčice ) a dnes se opravovat , který být bezprostředně ohrozit demolice ( zámek v horní Dlouhá loučka , zámek v Brně-Zábrdovice ) , kde demolice probíhat ( zámecký areál v Brně-Jehnice ) , nebo který být úmyslně srovnat s země po rok #num# , #num# ( zámek Odra , zámek Štítin , zámek Karlovec , evangelický kostel v Křišťanovice a dolní Holčovice , kostel v Brně-Černovice románský kostel v mnich ... ) i po rok #num# ( synagoga - polský templ v Brno na křenový ulice v červenec #num# ) . k jednotlivý památka by být doplnit letáček , u ohrožený památka by být odkaz na petice proti jejich demolice ( QR kód , odkaz web ) . měřítko #num# : #num# , doporučený lokalita konzultovat s starostka Komín , který děkovat za pomoc s výběr místo . na lokalita ale trvat , model památka lze umístit dle zájem město i v jiný část město , pokud by zvolený lokalita nebo některý z blízký parcela v majetek město z jakýkoli důvod vyhovovat . projekt doplňovat dovoz zahraniční kniha o památka a historie do knihovna Jiří Mahen k dobrý pochopení náš vlastní památka . ",příležitost nejen pro celý rodina v místo bydliště bez nutnost dlouhý dojíždění užít se pohodlný grilování . nebo se příjemně naladit s kamarád odpolední dýchánek s kus žvanec před večerní tah bez zbytečný proprieta . ,0
30,30,dětský hřiště s kavárna v areál Bzzzukot v Židenice ,"Brno se hlásit k Leoš Janáček - který my ale vybojovat svět . chtít , aby Brno být jako čtenář jediný kniha a hlásit se jen k jediný skladatel . jenže mnohý hudební skladba zůstat jen v nota - existovat nahrávka nebo být dostupný . cíl být vytvoření série cédéčko k poslech s hudba moravský , zejména brněnský hudební skladatel , vynechat známý jméno , upřednostnit ten , kde zůstat převážně jen nota . ","cílový skupina být především rodina s dítě , ale ne výhradně . cíl projekt totiž být jen vybavení tento plocha hrací prvek a zázemí pro kavárna , ale také vytvoření místo s úchvatný výhled na Brno v krásný prostředí mezi dva židenický kopec , kde by se moct člověk setkávat a moct přitom sledovat svůj ratolest , jak se spolu hrát . do Židenice se v poslední léto velice často stěhovat mladý rodina s dítě nebo pár , který zde mít v plán zapustit svůj kořen ( samozřejmě zde mnoho rodina s dítě žít již nyní ) . současně zde vznikat nový bytový dům , který přilákat další množství obyvatel – např . rezidence Julian . mezi zástavba bytový dům být možný tu a tam najít dětský hřiště s pískoviště a pár hrací prvek . být zde však takový místo , kde by se moct rodina s dítě potkávat na veliký prostor , který by nabízet jak hrací prvek pro dítě , tak i možnost společný setkávání v sezónní kavárna . tento projekt takový místo představovat . ",1
31,31,den konec dluh ( zkráceně DeKoda ) ,"obnovení dětský hřiště s návaznost na blízký Anthropos . vytvoření přirozený prostor pro hra , vzdělání , rozvoj a sport dítě , prostor pro setkávání rodina a také místo mezigenerační sblížení . oživení rezidenční čtvrt a komunita . cíl projekt on znovu probudit k život prostora bývalý hřiště za dům Preslův #num# a #num# , který být zbudovat společně s tamní výstavba . v současnost být zde pouze travnatý plocha , kde se dítě často hrát , přesto však místo nabízet velký možnost k hra malý dítě ani k jiný společenský aktivita . vzhledem k ten , že blízký hřiště být na Vaňkův náměstí ( #num# m ) a pak až areál kraví hora ( 1,3 km ) , považovat prostor bývalý hřiště za ideální k snadný realizace místo pro hra a sport dítě nebo i prostor pro setkávání rodina a soused . v tento oblast také docházet k výrazný generační výměna , kdy se mezi převažující generace důchodový věk stěhovat mladý rodina . vzhled k ten by se obnovený hřiště moct stát i místo setkání takto rozdílný věkový skupina . v rámec realizace by místo mít projít následující úprava : zakomponování přírodní prvek pro hra malý dítě ( skluzavka v tvar mamut , zastřešený paleontologický hřiště s zkamenělina , jeskyně s tabulový nátěr a možnost vytvářet freska křída ) , houpačka , hrazda , atd . , workout hřiště pro dorost a dospělí , pingpongový stůl , altánek s lavička a stůl zejména pro rodič a senior , zpevnění horní svah dřevěný palisáda , který zabránit zaplavování hřiště zemina a zároveň vytvořit přirozený tribuna pro plácek na míčový hra , dřevěný oplocení hřiště s branka na západka jako prevence zakutálený míč na místní komunikace a zvýšení bezpečnost dítě , smyslový stezka podél hřiště ( jehličí , písek , kamínka , kůra , tráva , šiška , … . ) navazovat na téma pravěký doba a být určit pro vnímání různý povrch a přírodní materiál bosý chodidlo tak , jak ten činit náš předek , než se obout do bota . stezka by mít být podél hřiště , být tedy možný , aby se chodec v případ potřeba přidržovat dřevěný plot , obnovení veřejný osvětlení ( znovu nainstalování lampa veřejný osvětlení ) . ","účastník projekt samoudržitelný a samostatný životní rozvoj dostat šance na nový životní start a podmínka pro změna v život , který vycházet z skutečný potřeba tento člověk v krizový a těžký životní situace , a který minimalizovat „ jojo efekt “ . projekt se podílet na odstraňování chudoba a její příčina . projekt šířit osvěta finanční a právní gramotnost . projekt podporovat lidský sounáležitost , a učit svoboda slovo a názor . projekt vracet člověk důstojnost a vytvářet důstojný podmínka k žití a vytvářet samoudržitelný a samostatný životní rozvoj . projekt se podílet na rozvoj kultura a slučování člověk . ",1
32,32,komunitní zahrada červený kopec ,"v Brno se dlouhodobě hromadit a uklízet malý odpad , na těžko přístupný místo , konvenční metoda úklid , smeták a koště na malý kousek odpad , stačit a jiný postup být pořád v dohledno , přitom tento druh odpad být v Brno rozšířený .. všechen městský čtvrt , v Brno , spojovat , společně problém , jeden s takový být drobný , všude přítomný odpad , často v těžko přístupný místo , či jen těžko ukliditelný , smeták a lopata , nebo sběrač odpad , mít na mysl hlavně , drobná , kousek plast , vršek od pivo , nedopalek , drobný obal od bonbón ... kousek sklo , kousek plast z pet lahev , který být rosekán křovinořez , firma co se mít starat o zeleň .. tento odpad , se ještě dát uklidit na rovný , betonový plocha , byť i ten muset být vždy jednoduchý a efektivní , ale v tráva , kolem odpadový koš , kolem zastávka mhd a podobně , ten v současný doba , být řešitelný , řešený , neustále se zvětšující se problém , který být k vidění každý den . a tak potkávat u zastávka , stále stejná , zvětšující se , uklizený , odpadek , který skrýt na nějaký čas jen tráva . řešení , vidět , v doposud málo používaný technologie , jaký mít každý doma-vysavač . navrhovat proto zřízení speciální komunikační kanál , který by napříč městský část Brna-střed , umožnit běžný občan , jednoduše nahlásit problematický oblast , kam by následně moct být vyslat úklidový četa vybavit speciální pouliční vysavač , který by se s drobný nepořádek poradit rychle a efektivně . jít jistě o žádný novinka , v český Budějovice a v nový Lískovec již tento druh vysavač vysávat drobný odpad , nejen z spára mezi dlažební kostka , přesto , komplexní a rozsáhlý řešení , jenž by být potřeba , stále chybět . tento projekt být sloužit jako pilotní , ideální konečný cíl nad rámec projekt , být sjednocení všechen část do jeden systém , jeden aplikace . v současný doba on běžný nalézt kus igelit , pokud on odnést vítr na stejný místo rok i dlouho ... co se pak s on stát být asi každý jasný , působení počasí se rozložit na milion malý rozpadající kousek , který sice nápadně , avšak vratně poškozovat životní prostředí , kolik takový odpad se dostat do řeka a vodní nádrž ? do kanalizace ? v současný doba čistírna město Brno disponovat technologie aby odfiltrovat mikročástice a nanočástět plast z voda , ten se pak dostávat daleko ... ","rodič a jejich dítě , který vyrůstat na panelový sídliště , často mít možnost ukázat svůj dítě , jak se vyvíjet příroda v průběh rok nebo jak růst jednotlivý druh zelenina a ovoce . být by tedy výborný , kdyby mít dítě kdykoliv možnost trávit čas na zahrada a poznávat , jak se pěstovat rostlina , pozorovat drobný živočich nebo sledovat proměna příroda v různý roční období apod . ten všechen na báze učení forma praktický poznání . pro zbudování zahrada , aby se zvýšit veřejný prospěch projekt , by se hodně hodit v současnost zanedbaný a využívaný zahrada / zahrada , který se tak pomoct její znovuoživení ( být ten ale podmínka projekt ! ) . vybudování komunitní zahrada se být moct člověk s podobný smýšlení a přístup k život potkávat , předávat informace a zkušenost a trávit spolu čas , aniž by muset dlouho vyjíždět nebo dokonce se vystěhovat z město na venkov . ",1
33,33,obnova topolový alej v Řečkovice ,"nova zrekonstruovaný toaleta být v provoz převážně v doba , kdy ten být potřeba , naopak v doba , kdy ten potřeba být , být zavřený . budova s toaleta v Lužánka být otevřený v doba #num# - #num# hod od březen do listopad . člověk bohužel toaleta potřebovat i mimo tento otevírací doba . v park se člověk vyskytovat celoročně . pro vykonání potřeba člověk obvykle potřebovat asistence , takže nonstop personál na toaleta být nutný . pokud se někdo obávat , že toaleta být okupovat bezdomovec , moct on kontrolovat strážnící na svůj pravidelný pochůzka . vysoký náklad přinést vandalismus . ","topolový alej , mimo svůj estetický a historický hodnota jako dominanta Řečkovice , zpevňovat břeh retenční nádrž na říčka Ponávka , který chránit Brno před povodeň v doba stále výrazný výkyv počasí . její obnova tedy přinést nejen znovuoživení tento dominanta , ale také zlepšení protipovodňový ochrana Brno . ",1
34,34,"zpřístupnění vyhlídka a lokalita u křížek - Vinohrady , Židenice ","cíl projekt být vypracování projektový dokumentace cyklostezka podél ulice Šárka v směr do Kohoutovice pro zajištění bezpečnost cyklista pomalu stoupající do Kohoutovice zatímco v těsný blízkost projíždět vozidlo rychlost #num# km / h. hlavní komunikace do Kohoutovice , který být ulice Antonín Procházka přecházející v Libušin údolí a Libušin třída být dostatečně široký a cyklista být na on v bezpečí . jinak být ten ale u ten , který odbočovat z ulice Antonín Procházka na ulice Šárek . ač se jednat pouze o celý kilometr silnice , cyklista za ten doba vystoupat asi #num# výškový metr ( #num# % stoupání ) a projetí tento trasa on tedy nějaký čas zabrat . povolený rychlost automobilový doprava po velký část úsek být však #num# km / h , což tvořit velmi bezpečný situace . v opačný směr z kopec zde cyklista strávit podstatně málo čas a problém být výrazně malý . v směr do Kohoutovice být po pravý strana udržovaný pás trávník , po který se však v současnost cyklista rád vydat . pokud by se zpevnit tento pruh vedle silnice , ať už asfalt či šotolina , a vybudovat se zakrytý odtokový žlábek na voda , tento problém by se poměrně levně a elegantně vyřešit . omezený šířka pás by vzhledem k jednosměrný provoz cyklista mít být překážka . ","zpřístupnění krásný lokalita s nádherný výhled , zvaný u křížek . jednat se o historický místo s pieta Panna Marie . pro zpřístupnění on potřeba oddělit plot dva pozemek , délka plot cca #num# m. ",1
35,35,parkování pro Černý ,"MČ Bystrc být v novodobý historie spjat s lokální rekreace obyvatel Brno . na její území se nacházet významný turistický zajímavost Brno . obyvatel nejen MČ Bystrc nebo turista být těžce vyhledatelný nějaký turisticky atraktivní souhrnný informační zdroj k historie a všeobecný zajímavost MČ Bystrc . webový informační zdroj být hodně , informace být ale hodně roztříštěný a ucelený . v katastr MČ Bystrc se nacházet významný turistický zajímavost Brno : hrad veveří , zoo Brno , brněnský přehrada , pozůstatek plánovaný Hitlerův dálnice , památný strom , přírodní rezervace , rozsáhlý sít veřejný dětský hřiště a sportoviště . samotný MČ Bystrc představovat převážně obytný zóna , jejíž veliký část tvořit sídliště vybudovaný v období socialismus . z pohled architektura vzniknout i v tento doba významný objekt , který být zařadit do brněnský architektonický manuál , např . objekt Letná . návrh zpracování projekt k zvýšení informovanost o turistický zajímavost a možnost volnočasový vyžití na veřejný prostranství v MČ Bystrc zahrnující : #num# . vytvoření turistický publikace ( průvodce ) . #num# . komentovaný turistický prohlídka MČ Bystrc . #num# . beseda s pamětník . #num# . mapovací obrazový výstava MČ Bystrc v veřejný prostor ( mobilní informačně vyměnitelný prezentační panel ) . #num# . vytvoření síť turistický okruh na různý téma s informační turistický bod / značka v nápadný provedení ( např . po stopa architektura dle brněnský architektonický manuál , informační bod vyznačit na chodník , okruh k historický vývoj Bystrc , cedulka s QR kód na lavička / sloupek s odkaz na elektronický informace nebo do tištěný letáček s mapka okruh apod .. primárně být myslet klasický informační tabule s rozsáhlý text ) . #num# . zřízení informační turistický pointa v MČ Bystrc v podoba mobilní stojan s informační turistický letáček v veřejný budova ( knihovna , společenský centrum , radnice , předprodat jízdenka MHD na přestupní terminál Bystrc zoo , na pokladna zoo apod . ) . ",zmírnění problém s akutní nedostatek parkovací místo v rezidenční lokalita . realizace by potvrdit efektivita zapojení veřejnost při hledání nový parkovací plocha a stejný způsob by moct být následně realizovat chybějící parkoviště v další lokalita . ,1
36,36,"z sídliště rychle v les , z VUT procházka u MHD ","v rámec katastr MČ Bystrc se nacházet i místo , který být středem pozornost turismus a zasloužit by se také o zvýšení svůj turistický atraktivita . MČ Bystrc být okrajový část Brno , který být tvořit převážně obytný zóna s veškerý občanský vybavenost a s zajištění všechen základní služba pro obyvatelstvo . průmyslový zóna zde být zbudovat . základní charakteristika oblast být klid a velký množství zeleň . MČ Bystrc být v novodobý historie spjat s lokální rekreace a odpočinek obyvatelstvo Brno . součást katastr MČ Bystrc být brněnský přehrada a zoo Brno . lesní areál ( 49.236 #num# N , 16.531 #num# E ) se nacházet na pomezí katastr MČ Bystrc a MČ Knínička za hranice zoo Brno . místo udržovat MČ Knínička . lesní areál působit ponuro a zanedbaně . v svah se nacházet historický „ loch “ , kde být odhodit odpadek . celý areál by v svůj nynější podoba moct sloužit filmař k natáčení horor i vzhledem k ten , že přístupový cesta vést kolem plot zoo Brno pod ubikace lední medvěd a místo tento plot být děravý a oprava být na on jak štupování na ponožka . v dávný doba proběhnout v médium informace o prohrabání se vlk z vlastnit ubikace . autentický prostředí horor by tak moct být okořenit i o tento nebezpečí i s vytí vlk . návrh zvýšení turistický atraktivita oživení lesní areál do dobový podoba první republika . #num# . prosvětlení místo prořezání porůst . #num# . obnova antukový hřiště . #num# . vybudování nový odpočinkový altán . #num# . obnova pumpa . #num# . zajištění bezpečný přístup k „ loch “ . #num# . zbudování turistický informační tabule k místo . #num# . oprava plot zoo kolem přístupový cesta k lesní areál . nebo jiný odborný řešení vedoucí k zlepšení stav . ","veřejný prospěch být vybudování cesta pro pěší a revitalizace okolí cesta . využívat on být občan město Brno , zejména občan žijící v sídliště při ulice Vychodilův . v směr od VUT student , zaměstnanec nebo sportovec VUT . ",1
37,37,sluneční odpočinkový alej ,"v MČ Bystrc se nacházet pouze jediný kruhový objezd na ul . odbojářský . řešení křižovatka pomocí kruhový objezd být jeden z dobrý dopravní řešení . z pohled cyklista být však křižovatka s kruhový objezd na ulice odbojářský ne zcela přehledný , a ten z důvod : #num# . vysoký zídka , #num# . vzrostlý udržovaný porost , #num# . přehledný sjezd z Staré dálnice . být případ , kdy vozidlo vjíždějící z sjezd Staré dálnice dát přednost cyklista jedoucí na kruhový objezd . návrh vypracování projektový dokumentace rekonstrukce kruhový objezd na úroveň výška silniční ostrůvek osázený záhon náročný trvalka a doplnění křižovatka instalování silniční zrcadlo k zvýšení dopravní bezpečnost . nebo jiný odborný řešení vedoucí k zvýšení dopravní bezpečnost . ","aktivní odpočinek a relaxace mít svůj důležitý místo v život každý z my . příslušný regenerace jak tělesný , tak duševní síla podporovat náš každodenní život . tento zařízení být určit pro všechen věkový kategorie . ",1
38,38,Workout hřiště v Žebětín ,"zprostředkovatelský služba , který by ( v rámec Famila friendnout communita ) mít nabízet každý městský část , jako projevit poděkování a vděčnost dlouholetý rezident , který pracovat , žít a zestárnout v jejich obvod , a teď být závislý na cizí pomoc kdo být služba určit - osamělý senior ( #num# + ) , který celkový stav již umožňovat plně samostatně vést domácnost nebo rodinný dům , organizovat nebo zařizovat jinak běžný životní záležitost , - pro klient bez pevný ( nebo žádný ) sociální vazba na rodina nebo blízký okolí , ztrácející soběstačnost , s zhoršený mobilita , s lehký porucha kognitivní funkce , či jinak handicapovaný , ale zatím ještě schopný s asistence druhý osoba žít v svůj domov , - již stávající žadatel o pobyt v zařízení soc . péče , který ale v řád měsíc nebo i let mít ( z kapacitní důvod ) zatím šance na umístění . cíl : společný síla udržet tento stárnoucí spoluobčan v jejich původní prostředí při zachování a / nebo ( a ten zejména ! ) zlepšení jejich stávající životní úroveň . oddálení nutnost jejich umístění do zařízení sociální péče , nebo umožnění on v jejich domov důstojně dožít . ten , u jenž ten možný být , doprovázet a ulehčit on přechod do nový prostředí ( LDN , domov s pečovatelský služba , domov pro senior , hospic ) a ztratit s on kontakt ani tam , personální obsazení : Senior-managra ( manažer ) - #num# koordinátor pro max . #num# -10 klient , spolupracující skupina dobrovolník - senior asistent , v rámec městský část - spolupracující praktický lékař , sociální pracovnice , domácí péče , pečovatelský služba , právník , náplň práce : návštěva klient v jeho domov , seznámení se s prostředí a specifický potřeba konkrétní senior , zmapování již poskytovaný služba , zhodnocení aktuální situace , v další krok : nabídka pomoct s koordinace chod domácnost - zajištění pečovatelský služba , úklid domácnost , dopomoct s osobní hygiena , dovoz jídlo , vaření o víkend , pravidelný nákup , praní , žehlený , doprava k lékař , vyzvedávání lék , zdravotní pomůcka , realizace drobný oprava v domácnost , péče o domácí mazlíček atd . organizace tým vhodný pečovatel / asistent a kontrola jejich činnost , ",přínos projekt být motivace mládež a dospělý k pohyb a k zdravý životní styl . Workout hřiště být místo setkávání se a poznávání nový člověk s společný zájem . ,1
39,39,oprava chodník do údolí oddech a obora Holedný ,"Žebětínský rybník být přírodní památka . jednat se o oblíbený místo , který být hodně navštěvovaný obyvatel , hlavně rodina s malý dítě z přilehlý městský část Žebětín a Bystrc . odpočinkový a pozorovací prostor představovat pouze dva lavička a odpadkový koš . vzhledem k svůj velký oblíbenost by stát za ten se zaměřit minimálně na zlepšení odpočinkový prostor a přetvořit on do turisticky atraktivní herní krajinářský prvek především zaměřený pro dítě . NAVRH #num# . současný mobiliář ( #num# lavička ) nahradit zastřešený altánek s informační tabule o vhodný chování návštěvník . #num# . doplnit malý tematický dřevěný krajinářský herní prvek na motiv místní fauna . nebo jiný odborný řešení vedoucí k zatraktivnění mist . ",pro široký veřejnost ,1
40,40,bezpečnost před mateřský školka Laštůvkův „ ulice Laštůvkův zóna #num# km / h ,"návrh úprava zanedbaný prostor kolem parkoviště na křižovatka ulice příkop a bratislavský . jednat se o vybudování chodník na parkoviště , osazení keř a úprava místo pro kontejner na tříděný odpad . prostor být zanedbaný . všude poletovat odpadek , vstup na parkoviště být přes blátivý pás , kde být díra od potkan . cíl on vybudovat dva cca metrový chodník v přirozený koridor a zbytek osadit živý plot pro optický oddělení prostor ulice a parkoviště a případný doplnění treláž pro popínavý rostlina . ","myslet se , že situace před MŠ Laštuvkův být v ranní a odpolední hodina ( celý den ) značně bezpečný a doprava by se tam mít zpomalit a zpřehlednit . být možný pojetí dva auto vedle se aniž by jeden vjet na chodník . vytvořit být petice : „ ulice Laštůvkův zóna #num# km / h , zpomalovací retardér před vchod do MŠ Laštůvkův “ komunikovat být s člověk bydlící na ulice Laštůvkový a v okolí , spousta z on být se situace na ulice Laštůvkový spokojen podepsat se já přes #num# člověk . ",0
41,41,úprava okolí pěší cesta na ul . třída gen. píka ,"procházka brněnský architektura určený pro brněnský patriot , který chtít znát Brno mnohem hodně a do hloubka než běžný turist . nejenom architekt a stavitel , ale zajímat my i člověk , který zde bydlet a bydlit , kdo a proč . projekt by doplnit poptávka ohledně výše zmíněný téma kulturní centrum , který se spíše orientovat na turista a další návštěvník , který město znát . tento projekt se chtít naopak orientovat na zájemce , který město znát , chtít by on poznat ještě mnoho a případně se o svůj poznatek podělit . prostě pro brněnský patriot . a ten být v řada senior , ale i třeba student architektura spousta . ","cesta sloužit jen obyvatel ul . třída gen. píka , ale zároveň tento cesta využívat i člověk navštěvující místní fitness , maminka s dítě chodící do plavecký klub a student bydlící na kolej a studující pře Mendel . proto by tento okolí mít působit udržovaný a příjemný dojmit , aby se zde člověk muset chodit bát a ten zejména v večerní a noční hodina . ",1
42,42,zrcadlo aneb co se skrývat za keř ,"humanizace ulice Gorkého – na výstavní panel podél boční zeď porodnice obilní trh na ulice Gorkého - pokračování uliční galerie na jaselský ulice galerie korzo Gorkij - celkem #num# plocha na výstavní panel umístěný před stávající boční zeď porodnice obilní trh na ulice Gorkého . varianta s založení nosný kce . výstavní plocha do země a varianta samonosný s betonový základ na plocha stávající chodník ( CityBlock CTB #num# - průběžný díl ) časově omezený prezentace streetarta , grafik . foto , kresba ( cca #num# - #num# měsíc ) akce Gorkéhoopen , venkovní produkce , městský korzo – podporovat deklarovaný záměr celkový rekonstrukce a oživení ulice Gorkij ","snížení stres na vozovka . zpřehlednění úsek . projekt být natolik jednoduchý , že by mít být vykonat ihned bez nutnost schvalování . hlavní přínos být pro automobilista . ",1
43,43,bezpečnost školák na ulice Křídlovický ,"cíl projekt být revitalizace současný hřiště na ulice valtický . zároveň se předpokládat jeho částečný přeměna na dopravní hřiště . v MČ Brno-Vinohrad se nacházet poměrně málo sportoviště , současně zde být ani příliš volný prostor pro budování sportoviště nový . proto navrhovat využít k výstavba nový hřiště současný asfaltobetonový plocha na ulice valtický . na místo se dnes nacházet tři "" hřiště "" pro basketbal a šest basketbalový koš . dítě se tu hrát rád , učit se zde jezdit na kolo , ale bohužel zde kromě rozbitý koš a starý betonový plocha nic jiný mít . proto navrhovat oprava tento hřiště . současně s on být provést i revitalizace přilehlý dětský hřiště "" Barevňák "" , který být dítě velmi často navštěvovaný a některý jeho součást být už hodně opotřebovaný . z současný basketbalový hřiště navrhovat vytvořit kombinovaný plocha pro míčový sport a dopravní hřiště . být zde položit nový polyuretanový povrch , který být měkký a tedy bezpečný , protože tlumit pád a snižovat riziko úraz . zároveň být tento povrch málo hlučný ( v případ dopadající míč ) . povrch být zhotovit v různý barva a být na on vytvořit silnice a křižovatka s vodorovný dopravní značení . svislý dopravní značení moct být mobilní a být bezpečně uschovat a používat jen v případ organizovaný výuka . u hřiště být osadit #num# nový basketbalový koš , pod koš být postavit fotbalový branka . za koš / branka být zřidit síť . u hřiště být postavit nový lavička a odpadkový koš . na "" Barevňák "" být pro starý dítě a jejich rodič postavit v zadní - využívaný část workout hřiště s gymnastický prvek . Staré vyhovující prolézačka nebo jejich část být vyměnit za nový . ostatní dřevěný prvek prolézačka , který být v současnost oprýskaný , být obrousit a nově natřít . být provést revitalizace celý hřiště . ","zvýšení bezpečnost pro chodec a hlavně pro dítě , který muset při cesta do škola ulice Křídlovický přecházet . ",1
