;ID;Subjekt;Odůvodnění;Závěr
763;1624;Odbor územního plánování a rozvoje;Z hlediska územního plánu se jedná o plochu krajinné zeleně všeobecné s vymezeným ochranným režimem - biokoridorem územního systému ekologické stability. Realizace staveb je zde přípustná pouze na základě projednaných územně plánovacích podkladů. Projekt je tedy realizovatelný pouze za podmínky, že se bude jednat o umístění prvků mětského mobiliáře, které územní plán nereguluje a bez oplocení, které zde není přípustné.;proveditelný
764;1624;Odbor vodního a lesního hospodářství a zemědělství;Nutno sladit s výstavbou protipovoďnových opatření v dané lokalitě.;proveditelný
765;1624;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat - zde přístup k výběhu, úprava části výběhu vhodným povrchem a mobiliář - lavičky. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
766;1624;MČ Brno - Komín;Městská část nesouhlasí s realizací projektu.;neproveditelný
767;1626;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
768;1627;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
769;1627;Odbor územního plánování a rozvoje;Podle územního plánu je záměr umísťován v návrhové vodohospodářské ploše, ve které je přípustné umístění staveb a zařízení, které slouží pro vodohospodářské účely spojené zejména s ochranou a využíváním vodních zdrojů nebo ochranou proti vodě jako přírodnímu živlu. V tomto konkrétním případě se jedná o účel využití pro protipovodňová opatření, což zpřesňuje územně plánovací podklad – Generel odvodnění města Brna, podle kterého je v území navržena retenční nádrž (suchá nádrž) včetně zemní hráze. Z tohoto důvodu je nutné dodržet podmínku, aby byl záměr jezírka v souladu s výše uvedeným, jinak jej nelze realizovat.;proveditelný
770;1627;Majetkový odbor;;proveditelný
771;1627;Odbor vodního a lesního hospodářství a zemědělství;Jedná se o lokalitu, kde bude vybudován tzv. Ostopovický poldr. Záměr vybudování jezírka musí být bezpodmínečně v souladu s tímto investičním záměrem statutárního města Brna, který má celoměstský význam a je nedílnou a důležitou součástí protipovodňové ochrany města Brna.;proveditelný
772;1627;Odbor dopravy;;proveditelný
773;1627;MČ Brno - Starý Lískovec;Městská část nesouhlasí s realizací projektu. V místě, kam je projekt umístěn, se dlouhodobě plánuje záměr budoucího vybudování tzv. suchého poldru a jeho výtokového zařízení. Z toho plyne i nesouhlas Povodí Moravy, s. p. Přes střed navrhovaného jezírka vede elektrické nadzemní vedení VN 110 kV. Má ochranné pásmo 15 m na každou stranu od krajního vodiče (tedy 2x15 m + šířka vedení). ;neproveditelný
774;1638;Majetkový odbor;;proveditelný
775;1638;Odbor životního prostředí;Medlánecké kopce byly vyhlášeny již v roce 1987 jako přírodní výtvor a dle zákona č. 114/1992 Sb., o ochraně přírody a krajiny, v platném znění, jsou maloplošným chráněným územím -  přírodní památkou. Umístění odpadkových košů do plochy přírodní památky není v souladu se zájmy přírody. Pravidelné vjíždění vozidel z důvodu vyprazdňování košů je v rozporu se zájmy ochrany přírody. V území by mělo platit heslo „Co si člověče do přírody přineseš, tak si zase odnes a ukliď.“;neproveditelný
776;1639;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
777;1639;Odbor územního plánování a rozvoje;Realizací projektu nesmí dojít k narušení charakteru území a zhoršení obytné pohody v lokalitě.;proveditelný
778;1639;Majetkový odbor;;proveditelný
779;1639;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
780;1640;Majetkový odbor;;proveditelný
781;1640;Odbor investiční;;proveditelný
782;1640;Odbor vodního a lesního hospodářství a zemědělství;;proveditelný
783;1640;Odbor životního prostředí;Záměr bude realizován na lesních pozemcích. Les je dle § 3 odst. 1 písm. b) zákona č. 114/1992 Sb., o ochraně přírody a krajiny, v platném znění (dále jen „zákon o ochraně přírody“), významným krajinným prvkem a je chráněny před poškozováním a ničením a smí se využívat pouze tak, aby nebyla narušena jejich obnova a nedošlo k ohrožení či oslabení jejich ekologicko-stabilizační funkce. K záměru bude nutné vydání závazného stanoviska orgánu ochrany přírody (OŽP MMB) k zásahu do významného krajinného prvku s podmínkami k realizaci záměru, aby nedošlo k ohrožení či oslabení ekologicko-stabilizační funkce významných krajinných prvků.;proveditelný
784;1640;Odbor dopravy;;proveditelný
785;1640;MČ Brno - Jundrov;Městská část nesouhlasí s realizací projektu.;neproveditelný
786;1641;Majetkový odbor;;proveditelný
787;1641;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
788;1642;Majetkový odbor;;proveditelný
789;1642;Odbor územního plánování a rozvoje;Podle územního plánu se jedná o plochu veřejné vybavenosti určenou pro školství. Je tedy určena výhradně pro tento účel. Jako stavební plocha však připouští umístnění staveb dočasných, za splnění podmínek uvedených ve vyhlášce č. 2/2004 (obecné regulační podmínky pro plochy stavební).;proveditelný
790;1642;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
791;1642;Odbor dopravy;;proveditelný
792;1642;Odbor sportu;;proveditelný
793;1642;MČ Brno - Vinohrady;Městská část nesouhlasí s realizací projektu z důvodu jiného záměru ze strany městské části Brno-Vinohrady.;neproveditelný
794;1644;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
795;1645;Odbor kultury;;proveditelný
796;1645;Odbor životního prostředí;;proveditelný
797;1645;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
798;1648;Odbor územního plánování a rozvoje;Projekt je situován z hlediska územního plánu do plochy městské zeleně, v regulačním plánu do plochy rekreační zeleně s překryvnou funkcí rekreace, která umožňuje plochy a objekty pro rekreaci. Tedy i rozhlednu za podmínky splnění obecných regulativů vyhlášky č.2/2004 (soulad stavby s charakterem území, nenarušení pohody v lokalitě a dalších).;proveditelný
799;1648;Majetkový odbor;;proveditelný
800;1648;Odbor životního prostředí;;proveditelný
801;1648;Odbor investiční;;proveditelný
802;1648;Odbor památkové péče;Umístění vyhlídkové stavby podléhá závaznému stanovisku Odboru památkové péče. ;proveditelný
803;1648;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat - vhodný mobiliář, příp. přístup. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem RMB pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
804;1648;MČ Brno - střed;Městská část nesouhlasí s realizací projektu.;neproveditelný
805;1650;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
806;1651;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
807;1655;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
808;1655;Odbor územního plánování a rozvoje;Při tvorbě projektu je třeba brát na zřetel, že záměr nesmí narušit obytnou pohodu v lokalitě a nesmí být v rozporu se stávajícím charakterem v území.;proveditelný
809;1655;Majetkový odbor;;proveditelný
810;1655;MČ Brno - sever;Městská část souhlasí s realizací projektu.;proveditelný
811;1657;Odbor vodního a lesního hospodářství a zemědělství;;proveditelný
812;1657;Odbor životního prostředí;"V blízkosti záměru se nachází Žebětínský rybník, který je významnou lokalitou pro rozmnožování několika zvláště chráněných druhů obojživelníků, jako je ohrožená ropucha obecná (Bufo bufo), silně ohrožená rosnička zelená (Hyla arborea), kriticky ohrožený skokan skřehotavý (Rana ridibunda) a silně ohrožený skokan štíhlý (Rana dalmatina). 
Navržený záměr se nachází v místě, kudy probíhá každoroční migrace těchto obojživelníků. K záměru tak bude nutné posouzení příslušného orgánu ochrany přírody, tj. Krajského úřadu Jihomoravského kraje, Odboru životního prostředí, Žerotínovo nám. 449/3, 601 82 Brno, který rozhodne, zda je nutné udělení výjimky ze zákazů u zvláště chráněných druhů živočichů, v souladu s ustanovením § 56 zákona č. 114/1992 Sb., o ochraně přírody a krajiny, v platném znění.";proveditelný
813;1657;Majetkový odbor;;proveditelný
814;1657;Odbor investiční;;proveditelný
815;1657;Odbor územního plánování a rozvoje;;proveditelný
816;1657;Odbor zdraví;"Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.
 ";proveditelný
817;1657;MČ Brno - Žebětín;Městská část souhlasí s realizací projektu.;proveditelný
818;1658;Majetkový odbor;;proveditelný
819;1658;Odbor životního prostředí;Záměr je navržen v údolní nivě řeky Svratky, která je zákona č. 114/1992 Sb., o ochraně přírody a krajiny (zákon o ochraně přírody) významným krajinným prvkem a je chráněn před poškozováním a ničením a smí se využívat pouze tak, aby nebyla narušena jeho obnova a nedošlo k ohrožení či oslabení jeho ekologicko-stabilizační funkce. Dle platného územního plánu města Brna jsou pozemky vymezeny jako plochy krajinná zeleň všeobecná a plocha je součástí regionálního územního systému ekologické stability - biocentra. Územní systém ekologické stability udržují přírodní rovnováhu v krajině. Pozemky pro realizaci záměru se vyznačují vysokou biodiverzitou – smíšená zeleň sestávající z části ze zatravněné plochy a z části z náletových dřevin keřového a stromového vzrůstu. Projekt počítá s vytvořením náhradního biotopu v podobě mokřadu s vodním ekosystémem, který nahradí stávající plochy zeleně, které jsou biotopem pro řadu rostlinných i živočišných druhů. Vzhledem k zajištění fungování regionálního biocentra není možné navrženou travnatou dětskou plochu oplotit. Záměr lze realizovat pouze nedojde-li v regionálním biocentru k vytvoření bariéry znemožňující migraci organismů.;proveditelný
820;1658;Odbor vodního a lesního hospodářství a zemědělství;Lokalita se nachází v záplavovém území významného vodního toku Svratky, projekt je proveditelný za splnění podmínek, které vyplývají z vodního zákona č. 254/2001 Sb.;proveditelný
821;1658;Odbor územního plánování a rozvoje;Z hlediska územního plánu se jedná o plochu krajinné zeleně všeobecné s vymezeným ochranným režimem - biocentrem územního systému ekologické stability. Projekt tedy musí splnit podmínky využití pro plochy krajinné zeleně a zároveň biocentra (viz vyhláška č.2/2004). Realizace staveb (například případné oplocení) je příspustná pouze na základě podrobnější územně plánovací dokumentace, která pro danou lokalitu není zpracována. Je tedy nutné v případě realizace projektu dodržet čistě přírodní charakter záměru. Tedy terénní a vegetační úpravy apod. jsou zde přípustné, stavby nikoli.;proveditelný
822;1658;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
823;1658;MČ Brno - Žabovřesky;Městská část souhlasí s realizací projektu a s uhrazením finančních prostředků na tříletou správu a udržitelnost projektu.;proveditelný
824;1662;Majetkový odbor;;proveditelný
825;1662;Odbor územního plánování a rozvoje;;proveditelný
826;1662;Odbor sportu;;proveditelný
827;1662;Odbor investiční;;proveditelný
828;1662;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
829;1663;Majetkový odbor;Pozemky by měly být poskytnuty investorovi pro výstavbu malokapacitního zařízení sociálních služeb. Řeší Odbor sociální péče Magistrátu města Brna.;neproveditelný
830;1663;Odbor územního plánování a rozvoje;Území je územním plánem určeno pro jiný účel, nachází se zde návrhová plocha bydlení, plocha komunikací a prostranství místního významu a plocha zeleně, přes kterou je vyznačeno vedení biokoridoru. Projekt by byl realizovatelný pouze jako stavba dočasná, za dodržení obecných regulativů využití území a pod podmínkou, že  nebude zasahovat do vymezeného biokoridoru.;proveditelný
831;1663;Odbor sportu;;proveditelný
832;1663;Odbor sociální péče;Rada městské části schválila využití pozemků pro účely výstavby pobytového zařízení sociálních služeb. Je připravena zadávací dokumentace pro výběr investora, který by na pozemcích par. č. 1866/2, par. č. 1691/41 a par. č. 1691/96 v k.ú. Černovice, realizoval stavbu pobytového zařízení sociálních služeb.;neproveditelný
833;1663;MČ Brno - Černovice;Městská část nesouhlasí s realizací projektu z toho důvodu, že má s lokalitou jiné koncepční záměry.;neproveditelný
834;1663;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
835;1664;Odbor územního plánování a rozvoje;Hřiště s tribunou by zde bylo možné realizovat pouze pod podmínku, že bude dočasným využitím území (za splnění podmínek pro stavby dočasné viz vyhláška č. 2/2004). ;proveditelný
836;1664;Majetkový odbor;Pozemek je smluvně zatížen.;neproveditelný
837;1664;Odbor sportu;;proveditelný
838;1664;Odbor investiční;;proveditelný
839;1664;MČ Brno - Černovice;Městská část nesouhlasí s realizací projektu.;neproveditelný
840;1665;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
841;1670;Odbor investiční;;proveditelný
842;1670;Majetkový odbor;;proveditelný
843;1670;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
844;1670;Odbor kultury;;proveditelný
845;1670;MČ Brno - sever;Městská část souhlasí s realizací projektu.;proveditelný
846;1673;Odbor zdraví;"Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.).
V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.";proveditelný
847;1673;Odbor památkové péče;Doporučujeme konzultovat projekt se správcem parku (Veřejná zeleň města Brna) s ohledem na koncepci využití dané plochy. ;proveditelný
848;1673;Odbor kultury;;proveditelný
849;1673;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
850;1673;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
851;1674;Majetkový odbor;;proveditelný
852;1674;Odbor investiční;;proveditelný
853;1674;MČ Brno - Bystrc;Městská část souhlasí s realizací projektu.;proveditelný
854;1676;Odbor územního plánování a rozvoje;Z hlediska územního plánu se jedná o plochu ostatní městské zeleně, která zahrnuje i parkově upravená veřejná prostranství (limitem využití území je zde ochranné pásmo železnice a ochranné pásmo městské památkové rezervace, jedná se také o plochu nejvýznamnější zeleně).;proveditelný
855;1676;Majetkový odbor;;proveditelný
856;1676;Odbor investiční;;proveditelný
857;1676;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
858;1676;MČ Brno - sever;Městská část souhlasí s realizací projektu.;proveditelný
859;1677;Odbor investiční;;proveditelný
860;1677;Odbor vodního a lesního hospodářství a zemědělství;;proveditelný
861;1677;MČ Brno - Líšeň;Městská část souhlasí s realizací projektu.;proveditelný
862;1678;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
863;1682;Odbor sociální péče;Projekt je vhodným doplněním aktivizačních aktivit pro seniory ale i další osoby, které jsou vzhledem ke svému zdravotnímu stavu omezeni v pohyblivosti.;proveditelný
864;1682;Odbor strategického rozvoje a spolupráce;"Projekt je v rámci strategie #brno2050 v souladu s hodnotou ""Soudržné a respektující město"", kde navazuje na primární cíl ""Posílit soudržnost mezi obyvateli města"". Případná realizace projektu také naplní hodnotu ""Město s efektivní a udržitelnou mobilitou"" spolu s primárním cílem ""Zvýšit atraktivitu a využití udržitelných druhů dopravy, a snížit tak negativní dopady na život ve městě. ";proveditelný
865;1684;Odbor sportu;;proveditelný
866;1684;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
867;1684;MČ Brno - Královo Pole;Městská část souhlasí s realizací projektu.;proveditelný
868;1688;Majetkový odbor;;proveditelný
869;1688;Odbor investiční;V dané lokalitě evidujeme investiční záměr „Cyklistická trasa údolím Ponávky-7.etapa: Podhájí-Karásek“. Projekt lze realizovat za předpokladu dodržení požadavků dle investičního záměru.;proveditelný
870;1688;Odbor dopravy;Investiční záměr „Cyklistická trasa údolím Ponávky-7.etapa: Podhájí-Karásek“ je zařazena do závazného plánu. Z hlediska koncepce dopravy je tento projekt realizovatelný dle schváleného IZ.;proveditelný
871;1688;Odbor zdraví;V případě, že se bude jednat o smíšenou stezku (cyklo/pěší) je při projektování a realizaci nutno respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také případný výběr a osazení vhodného mobiliáře.;proveditelný
872;1688;MČ Brno - Řečkovice a Mokrá Hora;"Městská část souhlasí s realizací projektu za podmínky souladu s investičním záměrem ""Cyklistická trasa údolím Ponávky - 7.etapa: Podhájí-Karásek"".";proveditelný
873;1691;Majetkový odbor;;proveditelný
874;1691;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
875;1691;Odbor územního plánování a rozvoje;;proveditelný
876;1691;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
877;1691;MČ Brno - jih;Městská část souhlasí s realizací projektu.;proveditelný
878;1692;Odbor dopravy;;proveditelný
879;1694;Odbor životního prostředí;Studie rekonstrukce parku je zpracována. Park lze zrealizovat až po rekonstrukci jezu na řece Svitavě, kterou bude provádět Povodí Moravy, s.p. v rámci rekonstrukce všech jezů na řece Svitavě a rekonstrukce jezu Tkalcovská bude prováděna roce 2025.;neproveditelný
880;1697;Majetkový odbor;Projekt je umístěn na pozemek p.č 1102/1 k.ú. Brněnské Ivanovice ve správě spol. STAREZ-SPORT, a.s. v areálu Tréninkového centra mládeže.;proveditelný
881;1697;Odbor sportu;;proveditelný
882;1697;Odbor územního plánování a rozvoje;Ve zvláštní ploše pro rekreaci je projekt z hlediska územního plánu proveditelný. V těchto plochách jsou sportovní a zábavní komplexy přípustné.;proveditelný
883;1697;Odbor investiční;;proveditelný
884;1697;MČ Brno - Tuřany;Městská část souhlasí s realizací projektu.;proveditelný
885;1698;Odbor investiční;;proveditelný
886;1698;Odbor územního plánování a rozvoje;;proveditelný
887;1698;Majetkový odbor;;proveditelný
888;1698;Odbor dopravy;;proveditelný
889;1698;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
890;1698;MČ Brno - Slatina;Městská část souhlasí s realizací projektu a s uhrazením finančních prostředků na tříletou správu a udržitelnost projektu.;proveditelný
891;1700;Odbor památkové péče;;proveditelný
892;1700;Odbor kultury;;proveditelný
893;1700;Majetkový odbor;;proveditelný
894;1700;MČ Brno - Líšeň;Městská část souhlasí s realizací projektu.;proveditelný
895;1701;Odbor územního plánování a rozvoje;Z hlediska územního plánu je projekt proveditelný. Jedná se o vegetační úpravy v rámci plochy městské zeleně, které obecně slouží jako zázemí pro odpočinek a rekreační aktivity a jako náhrada za původní přírodní prostředí.;proveditelný
896;1701;Odbor životního prostředí;;proveditelný
897;1701;Odbor vodního a lesního hospodářství a zemědělství;;proveditelný
898;1701;Majetkový odbor;;proveditelný
899;1701;Odbor investiční;;proveditelný
900;1701;MČ Brno - Líšeň;Městská část souhlasí s realizací projektu.;proveditelný
901;1702;Majetkový odbor;;proveditelný
902;1702;Odbor životního prostředí;;proveditelný
903;1702;Odbor kultury;;proveditelný
904;1702;Odbor implementace evropských fondů;;proveditelný
905;1702;Odbor dopravy;;proveditelný
906;1702;MČ Brno - Žabovřesky;Městská část souhlasí s realizací projektu.;proveditelný
907;1703;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
908;1707;Odbor zdraví;"Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brno pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.
 ";proveditelný
909;1707;Odbor životního prostředí;Vodní dílo Brno je součástí významného krajinného prvku vodního toku Svratka a údolní nivy dle zákona č. 114/1992 Sb., o ochraně přírody a krajiny, v platném znění (dále jen „zákon o ochraně přírody“). Podél vodního díla Brno je dle platného Územního plánu města Brna vymezen lokální územní systém ekologické stability – biokoridor. Pro realizaci projektu bude nutné vydání závazného stanoviska orgánu ochrany přírody.;proveditelný
910;1707;Majetkový odbor;;proveditelný
911;1707;Odbor územního plánování a rozvoje;Z hlediska územního plánu se jedná o funkční plochu pozemky určené k plnění funkce lesa. Využití ploch se zde řídí lesním zákonem. Jedná se o nezastavěné území, kde stavební zákon podle § 18 odst. 5 umožňuje umisťovat v souladu s charakterem území stavby, které zlepší podmínky jeho využití pro účely rekreace a cestovního ruchu.;proveditelný
912;1707;Odbor vodního a lesního hospodářství a zemědělství;;proveditelný
913;1707;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
914;1707;MČ Brno - Bystrc;Městská část souhlasí s realizací projektu.;proveditelný
915;1709;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
916;1710;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
917;1711;Odbor územního plánování a rozvoje;Podle územního plánu se jedná o plochu ostatní městské zeleně. Obecně jsou objekty zeleně, dětská hřiště a ostatní veřejná prostranství přípustnou složkou všech funkčních ploch. V případě realizace je však při projektové přípravě třeba dodržet obecné podmínky využití území. Např. soulad záměru s charakterem předmětné lokality a také záměr nesmí být zdrojem závad a vlivů, které jsou neslučitelné s pohodou v lokalitě. Jedná se o citlivé území v blízkosti hřbitova. Všechny podmínky viz vyhláška č.2/2004.;proveditelný
918;1711;Majetkový odbor;;proveditelný
919;1711;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
920;1711;Odbor sportu;;proveditelný
921;1711;MČ Brno - Jehnice;Městská část nesouhlasí s realizací projektu.;neproveditelný
922;1713;Majetkový odbor;;proveditelný
923;1713;Odbor životního prostředí;Záměr bude realizován na lesních pozemcích. Les je dle § 3 odst. 1 písm. b) zákona č. 114/1992 Sb., o ochraně přírody a krajiny, v platném znění (dále jen „zákon o ochraně přírody“), významným krajinným prvkem a je chráněny před poškozováním a ničením a smí se využívat pouze tak, aby nebyla narušena jejich obnova a nedošlo k ohrožení či oslabení jejich ekologicko-stabilizační funkce. K záměru bude nutné vydání závazného stanoviska orgánu ochrany přírody (OŽP MMB) k zásahu do významného krajinného prvku s podmínkami k realizaci záměru, aby nedošlo k ohrožení či oslabení ekologicko-stabilizační funkce významných krajinných prvků.;proveditelný
924;1713;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
925;1713;Odbor vodního a lesního hospodářství a zemědělství;;proveditelný
926;1713;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
927;1713;MČ Brno - Jundrov;Městská část nesouhlasí s realizací projektu.;neproveditelný
928;1713;MČ Brno - Komín;;proveditelný
929;1714;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
930;1714;Odbor územního plánování a rozvoje;;proveditelný
931;1714;Majetkový odbor;;proveditelný
932;1714;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
933;1714;MČ Brno - sever;Městská část souhlasí s realizací projektu.;proveditelný
934;1717;Majetkový odbor;60 % pozemků není ve vlastnictví města, z toho některé jsou v katastru nemovitostí vedené jako vodní plocha.;neproveditelný
935;1717;Odbor vodního a lesního hospodářství a zemědělství;"Odbor vodního a lesního hospodářství a zemědělství má již zpracovanou výzvu na veřejnou zakázku ""Projektová dokumentace - Stezka pro pěší na levém břehu řeky Svratky v k.ú. Komín"".";neproveditelný
936;1717;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
937;1717;MČ Brno - Komín;Městská část souhlasí s realizací projektu.;proveditelný
938;1719;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
939;1720;Majetkový odbor;"Cesta fakticky vede místy přes pozemky, které nejsou města. Rovněž pozemky kolem cesty a v místě propojení mezi delšími úseky nejsou města; jedná se o cca 100 parcel.";neproveditelný
940;1721;Odbor územního plánování a rozvoje;Z hlediska územního plánu se jedná o stabilizovanou vodohospodářskou plochu, která slouží pro vodohospodářské účely spojené zejména s ochranou a využíváním vodních zdrojů nebo ochranou proti vodě jako přírodnímu živlu a přípustné jsou zde pouze stavby, které slouží pro tento účel. Rybníček tedy musí v případě realizace splnit tuto podmínku.;proveditelný
941;1721;Majetkový odbor;Podle identifikace je projekt situován na p.č. 3245 a 3245 k.ú. Řečkovice.;proveditelný
942;1721;Odbor životního prostředí;Plocha vodohospodářského díla (poldru) je dle platného ÚPmB vymezena jako lokální územní systém ekologické stability – biocentrum. Dle § 3 odst. 1 písm. a) zákona o ochraně přírody a dle § 1 vyhlášky č. 395/1992 Sb., kterou se provádějí některá ustanovení zákona o ochraně přírody, je územní systém ekologické stability vzájemně propojený soubor přirozených i pozměněných, avšak přírodě blízkých ekosystémů, které udržují přírodní rovnováhu v krajině. Vytvoření vodní plochy v daném prostoru je v souladu se zájmy ochrany přírody.;proveditelný
943;1721;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
944;1721;MČ Brno - Řečkovice a Mokrá Hora;Městská část souhlasí s realizací projektu.;proveditelný
